"","code","name","management","admin.female.total","admin.total","fulltime.female.total","fulltime.total","part.female.total","part.total","admin.female.ratio","fulltime.female.ratio","part.female.ratio"
"922",1056,"R.R.PATEL MAHILA ARTS & COMMERCE COLLEGE-RAJKOT","Private Aided",1,1,3,13,2,2,1,0.230769230769231,1
"927",1073,"University Polytechnic, Shahjahanpur","University",0,1,0,19,1,9,0,0,0.111111111111111
"929",1103,"Shri Aandabawa Vedant Sanskrit Mahavidyalaya","Private Un-Aided",0,1,0,3,0,1,0,0,0
"939",1109,"Shri Bhagwan Yagyavalkya Ved Sanskrit Mahavidyalaya","Private Un-Aided",0,1,1,13,5,10,0,0.0769230769230769,0.5
"942",1111,"Shri Unnatpuram Sanskrit Mahavidyalaya","Private Un-Aided",0,1,0,1,4,19,0,0,0.210526315789474
"944",1112,"Shri Bharatiya Chaturdham Vedbhavan Vidyalaya","Private Un-Aided",0,1,8,17,8,18,0,0.470588235294118,0.444444444444444
"946",1114,"Shri Sarayu Ramanand Sanskrit Mahavidyalaya","Private Un-Aided",0,1,0,14,7,20,0,0,0.35
"951",1119,"Shri Bhartiya Yog Vedant Tapovan","Private Un-Aided",0,1,19,64,4,33,0,0.296875,0.121212121212121
"972",1134,"Shri Sitaram Gupta Sanskrit Mahavidyalaya","Private Un-Aided",0,1,7,71,1,7,0,0.0985915492957746,0.142857142857143
"974",1136,"Shri Swami Hirapuri Sanskrit Mahavidyalaya","Private Un-Aided",1,1,8,14,20,24,1,0.571428571428571,0.833333333333333
"976",1137,"Shri Thakur H.L.Danthi B.K.Vaidik Sanskrit Mahavidyalaya","Private Un-Aided",1,1,6,11,20,31,1,0.545454545454545,0.645161290322581
"991",1148,"Tarkesh & Niranjana Sureshbhai Patel Commerce College, Boriavi","Private Un-Aided",0,2,24,32,3,7,0,0.75,0.428571428571429
"994",1151,"NS Patel Arts College, Anand","Private Aided",0,1,6,17,11,33,0,0.352941176470588,0.333333333333333
"995",1153,"VP & RPTP Science College, Vallabh Vidyanagar","Private Aided",0,1,14,50,11,19,0,0.28,0.578947368421053
"996",1154,"BN Patel Institute of Paramedical & Science, Anand","Private Un-Aided",1,3,39,72,11,20,0.333333333333333,0.541666666666667,0.55
"998",1155,"Shree JM Patel Institute of Studies & Research in Humanities, Anand","Private Aided",0,1,3,5,2,8,0,0.6,0.25
"999",1156,"NV Patel College of Pure and Applied Sciences, Vallabh Vidyanagar","Private Un-Aided",0,1,16,40,18,32,0,0.4,0.5625
"1001",1157,"BF Shah Institute of Commerce & Management, Anand","Private Un-Aided",0,1,7,13,7,27,0,0.538461538461538,0.259259259259259
"1002",1157,"BF Shah Institute of Commerce & Management, Anand","Private Un-Aided",0,1,4,8,1,3,0,0.5,0.333333333333333
"1003",1158,"Anand Commerce College, Anand","Private Aided",0,1,5,18,2,10,0,0.277777777777778,0.2
"1007",1161,"Institute of Language Studies and Applied Social Sciences, (ILSASS), Vallabh Vidyanagar","Private Un-Aided",0,2,8,17,1,3,0,0.470588235294118,0.333333333333333
"1008",1161,"Institute of Language Studies and Applied Social Sciences, (ILSASS), Vallabh Vidyanagar","Private Un-Aided",0,1,1,1,1,17,0,1,0.0588235294117647
"1009",1162,"Anand Education College, Anand","Private Aided",0,1,0,2,0,1,0,0,0
"1010",1162,"Anand Education College, Anand","Private Aided",1,1,2,6,1,1,1,0.333333333333333,1
"1011",1163,"Waymade College of Education (English Medium), Vallabh Vidyanagar","Private Un-Aided",1,1,5,6,1,1,1,0.833333333333333,1
"1015",1165,"Sardargunj Mercantile Co. Op. Bank Ltd. (Anand) English Medium College of Commerce & Management, Vallabh Vidyanagar","Private Un-Aided",0,1,14,34,0,1,0,0.411764705882353,0
"1031",1176,"DC Patel School of Architecture, APIED, Vallabh Vidyanagar","Private Un-Aided",0,2,4,14,8,33,0,0.285714285714286,0.242424242424242
"1035",1178,"NH Patel College of Education, Anand","Private Aided",0,1,3,6,0,2,0,0.5,0
"1038",1180,"Jivkaran Institute of Science and Technology, Vallabh Vidyanagar","Private Un-Aided",0,2,9,11,1,2,0,0.818181818181818,0.5
"1044",1184,"Anand Institute of Business Studies, Anand","Private Un-Aided",0,1,3,15,2,5,0,0.2,0.4
"1049",1187,"Shree PM Patel College of Paramedical Science and Technology, Anand","Private Un-Aided",1,1,6,7,2,2,1,0.857142857142857,1
"1051",1188,"IJ Patel B.Ed. College, Mogri","Private Un-Aided",1,1,2,6,2,2,1,0.333333333333333,1
"1052",1189,"Shree PM Patel Institute of Integrated M.Sc. in Biotechnology, Anand","Private Un-Aided",1,1,15,16,7,14,1,0.9375,0.5
"1053",1189,"Shree PM Patel Institute of Integrated M.Sc. in Biotechnology, Anand","Private Un-Aided",0,1,17,22,2,5,0,0.772727272727273,0.4
"1055",1190,"K M Patel Institute of Physiotherapy, Karamsad","Private Un-Aided",0,2,12,23,35,64,0,0.521739130434783,0.546875
"1058",1193,"Shri Dr. VH Dave Homoeopathic College & Research Institute, Anand","Private Aided",0,1,9,17,2,10,0,0.529411764705882,0.2
"1060",1194,"Smt. LP Patel Institute of Medical Laboratory Technology, Karamsad","Private Un-Aided",0,1,2,4,1,1,0,0.5,1
"1061",1194,"Smt. LP Patel Institute of Medical Laboratory Technology, Karamsad","Private Un-Aided",0,1,7,20,1,6,0,0.35,0.166666666666667
"1063",1195,"Anand College of Education, Anand","Private Un-Aided",0,1,17,58,2,3,0,0.293103448275862,0.666666666666667
"1067",1198,"SM Patel College of Home Science, Vallabh Vidyanagar","Private Aided",0,1,8,32,12,14,0,0.25,0.857142857142857
"1068",1198,"SM Patel College of Home Science, Vallabh Vidyanagar","Private Aided",1,1,12,13,2,2,1,0.923076923076923,1
"1073",1201,"CZ Patel College of Business and Management, Vallabh Vidyanagar","Private Un-Aided",1,1,11,40,2,12,1,0.275,0.166666666666667
"1075",1202,"MB Patel Science College, Anand","Private Aided",0,1,20,56,7,20,0,0.357142857142857,0.35
"1082",1206,"Shri Babubhai G Patel College of Physiotherapy, Anand","Private Un-Aided",0,1,5,6,11,31,0,0.833333333333333,0.354838709677419
"1088",1209,"Shree JM Patel Institute of Social Work and Applied Arts, Anand","Private Un-Aided",0,1,9,38,5,7,0,0.236842105263158,0.714285714285714
"1089",1210,"Shri Vitthalbhai Z Patel Commerce College, Anand","Private Un-Aided",0,1,1,4,4,7,0,0.25,0.571428571428571
"1092",1212,"Anand Homoeopathic Medical College & Research Institute, Anand","Private Aided",1,1,3,15,0,4,1,0.2,0
"1096",1215,"Pramukhswami Medical College, Karamsad","Private Un-Aided",1,1,64,162,22,34,1,0.395061728395062,0.647058823529412
"1098",1216,"Shri GH Patel College of Nursing, Karamsad","Private Un-Aided",1,1,3,4,9,13,1,0.75,0.692307692307692
"1100",1217,"Shivam Institute of Management, Commerce & Computer Technology, Valasan","Private Aided",0,1,14,23,5,10,0,0.608695652173913,0.5
"1101",1218,"CP Patel & FH Shah Commerce College, Anand","Private Aided",0,1,37,65,2,2,0,0.569230769230769,1
"1104",1219,"Shree PM Patel Institute of Business Administration, Anand","University",0,1,30,70,1,2,0,0.428571428571429,0.5
"1108",1221,"Rama Manubhai Desai College of Music and Dance, Vallabh Vidyanagar","Private Un-Aided",1,1,13,13,7,7,1,1,1
"1113",1224,"Shree JM Patel Arts College, Anand","Private Un-Aided",0,1,2,10,8,15,0,0.2,0.533333333333333
"1119",1227,"AM College of Science, Management & Computer Technology, Anand","Private Un-Aided",0,1,12,27,0,2,0,0.444444444444444,0
"1121",1228,"Institute of Science & Technology for Advanced Studies & Research (ISTAR) Vallabh Vidyanagar","Private Un-Aided",0,1,8,28,10,41,0,0.285714285714286,0.24390243902439
"1126",1232,"P E S School of Engineering, BANGALORE","Private Un-Aided",0,1,4,19,1,4,0,0.210526315789474,0.25
"1128",1234,"Gogte Institute of Technology, Belgaum (QIP Centre)","Private Un-Aided",0,1,10,24,5,5,0,0.416666666666667,1
"1131",1235,"Sai Vidya Institute of Technology, BANGALORE","Private Un-Aided",0,1,10,22,7,13,0,0.454545454545455,0.538461538461538
"1140",1240,"B T L Institute of Technology Management, BANGALORE","Private Un-Aided",0,1,6,23,2,3,0,0.260869565217391,0.666666666666667
"1141",1240,"B T L Institute of Technology Management, BANGALORE","Private Un-Aided",0,2,86,160,2,15,0,0.5375,0.133333333333333
"1142",1241,"H M S Institute of Technology, TUMKUR","Private Un-Aided",0,2,34,118,0,2,0,0.288135593220339,0
"1145",1242,"Navodaya Institute of Technology, RAICHUR","Private Un-Aided",0,2,21,71,0,1,0,0.295774647887324,0
"1147",1243,"B G S Inst., of Technology, Mandya Dist","Private Un-Aided",0,1,4,15,8,17,0,0.266666666666667,0.470588235294118
"1152",1246,"Guru Nanak Dev Engineering College, BIDAR","Private Un-Aided",0,2,21,43,0,5,0,0.488372093023256,0
"1157",1249,"M V J College of Engineering, BANGALORE","Private Un-Aided",1,1,7,16,10,11,1,0.4375,0.909090909090909
"1159",1250,"Bahubali College of Engineering, SHRAVANABELAGOLA","Private Un-Aided",0,1,8,11,16,18,0,0.727272727272727,0.888888888888889
"1161",1251,"Visvesvaraya Technological University, Regional Office,   Bangalore","University",0,1,10,15,0,3,0,0.666666666666667,0
"1162",1251,"Visvesvaraya Technological University, Regional Office,   Bangalore","University",1,1,15,47,0,3,1,0.319148936170213,0
"1167",1255,"Jnana Vikas Institute of Technology, BANGALORE","Private Un-Aided",0,1,3,16,3,11,0,0.1875,0.272727272727273
"1169",1256,"K V G College of Engineering, SULLIA","Private Un-Aided",0,1,6,23,4,13,0,0.260869565217391,0.307692307692308
"1171",1257,"Vijaya Vittal Institute  of Technology,  BANGALORE","Private Un-Aided",0,1,7,27,5,7,0,0.259259259259259,0.714285714285714
"1181",1263,"National Institute of Engineering, MYSORE","Private Aided",0,1,30,121,38,79,0,0.247933884297521,0.481012658227848
"1194",1269,"R V College of Engineering, BANGALORE","Private Un-Aided",0,1,170,380,2,10,0,0.447368421052632,0.2
"1199",1272,"Sri Jayachamrajendra College of Engg (Even.),  MYSORE","Private Un-Aided",0,1,69,242,30,53,0,0.285123966942149,0.566037735849057
"1206",1275,"R L Jalappa Institute of Technology, DODDABALLAPURA","Private Un-Aided",0,3,37,106,0,3,0,0.349056603773585,0
"1207",1276,"K N S Institute of Technology, BANGALORE","Private Un-Aided",0,1,3,14,2,11,0,0.214285714285714,0.181818181818182
"1210",1277,"Saint Joseph College of Engg. & Tech., DAKSHINA KANNADA","Private Un-Aided",0,1,1,12,6,20,0,0.0833333333333333,0.3
"1216",1280,"K C T Engineering College, GULBARGA","Private Un-Aided",0,1,19,29,0,4,0,0.655172413793103,0
"1220",1282,"Karnataka Law Society, HALIYAL  Dt: N.K.","Private Un-Aided",0,1,3,19,14,18,0,0.157894736842105,0.777777777777778
"1222",1283,"K S Institute of Technology, BANGALORE","Private Un-Aided",0,1,2,10,3,27,0,0.2,0.111111111111111
"1223",1284,"Alvas Institute of Engineering and Technology, MOODBIDRI","Private Un-Aided",0,1,50,170,1,3,0,0.294117647058824,0.333333333333333
"1228",1286,"Achutha Institute of Technology, CHIKKABALLAPUR","Private Un-Aided",1,1,21,85,3,14,1,0.247058823529412,0.214285714285714
"1235",1290,"Ballari Institute of Technology & Management, BELLARY","Private Un-Aided",0,1,16,23,3,6,0,0.695652173913043,0.5
"1240",1292,"Govt. Engineering College, CHAMARAJANAGARA","State Government",0,1,9,23,5,7,0,0.391304347826087,0.714285714285714
"1266",1312,"Sri Channabasaveshwara Institute of Technology, GUBBI","Private Un-Aided",0,1,49,143,0,1,0,0.342657342657343,0
"1273",1316,"AGM Rural College of Engineering & Technology,  VARUR","Private Un-Aided",0,1,26,68,0,1,0,0.382352941176471,0
"1275",1317,"Shaikh College of Engineering & Technology, BELGAUM","Private Un-Aided",0,1,14,26,15,19,0,0.538461538461538,0.789473684210526
"1279",1319,"Acharya Institute of Technology, BANGALORE","Private Un-Aided",0,1,11,27,0,3,0,0.407407407407407,0
"1285",1322,"Govt. Engineering College, MANDYA","State Government",0,1,2,22,4,10,0,0.0909090909090909,0.4
"1286",1322,"Govt. Engineering College, MANDYA","State Government",0,1,10,34,15,21,0,0.294117647058824,0.714285714285714
"1300",1331,"M S Ramaiah Institute of Technology, BANGALORE","Private Un-Aided",0,2,136,365,13,33,0,0.372602739726027,0.393939393939394
"1301",1332,"R N S Institute of Technology, BANGALORE","Private Un-Aided",0,1,9,30,0,1,0,0.3,0
"1302",1332,"R N S Institute of Technology, BANGALORE","Private Un-Aided",0,2,91,176,1,6,0,0.517045454545455,0.166666666666667
"1312",1338,"Rajeev Institute of Technology, HASSAN","Private Un-Aided",0,1,12,39,21,30,0,0.307692307692308,0.7
"1320",1342,"Vivekananda Institute of Technology, BANGALORE","Private Un-Aided",0,1,36,76,1,2,0,0.473684210526316,0.5
"1324",1345,"P E S College of Engineering, MANDYA","Private Aided",0,1,27,134,25,59,0,0.201492537313433,0.423728813559322
"1329",1348,"Govt. S K S J Technological Institute,  BANGALORE","State Government",0,2,5,30,1,13,0,0.166666666666667,0.0769230769230769
"1333",1353,"Vidya Vikas Institute of Technology, MYSORE","Private Un-Aided",0,1,4,30,0,2,0,0.133333333333333,0
"1355",1367,"Visvesvaraya Technological University, VTU Regional Office, Gulbarga","University",0,1,11,32,3,9,0,0.34375,0.333333333333333
"1364",1373,"K L Es College of Engg. & Technology, BELGAUM","Private Un-Aided",0,1,9,11,2,3,0,0.818181818181818,0.666666666666667
"1379",1381,"Sri Venkateshwara College of Engineering, BANGALORE","Private Un-Aided",0,1,67,163,0,2,0,0.411042944785276,0
"1380",1382,"Sri Revana Siddeshwara Institute  of Technology,  BANGALORE","Private Un-Aided",0,1,9,26,2,2,0,0.346153846153846,1
"1390",1387,"Moodalkatte Institute of Technology, Moodlekatti, UDUPI","Private Un-Aided",2,3,20,62,1,1,0.666666666666667,0.32258064516129,1
"1395",1389,"Rajiv Gandhi Institute of Technology,  BANGALORE","Private Un-Aided",0,2,6,43,1,14,0,0.13953488372093,0.0714285714285714
"1410",1398,"B N M Institute of Technology, BANGALORE","Private Un-Aided",0,2,95,151,1,1,0,0.629139072847682,1
"1420",1405,"Shree Devi Institute of Technology, MANGALORE","Private Un-Aided",0,1,16,33,0,1,0,0.484848484848485,0
"1421",1406,"C M R Institute of Technology, BANGALORE","Private Un-Aided",0,1,174,298,3,5,0,0.583892617449664,0.6
"1427",1409,"Hirasugar Institute of Technology, NIDASOSHI","Private Un-Aided",0,1,1,2,7,11,0,0.5,0.636363636363636
"1430",1410,"J S S Academy of Technical Education, BANGALORE","Private Un-Aided",0,1,3,20,1,5,0,0.15,0.2
