"Application
Number",State,Region,inst,Program,Shift,P / F Time,"Level of
Course",Course,"Approved
Intake 15-
16",NRI Approved,PIO Approved,University Name
1-2451600017,Tamil Nadu,Southern,KOTTAI MARIYAMMAN POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,120,NA,NA,Directorate of Technical Education Tamilnadu
1-2451600476,Tamil Nadu,Southern,SRINIVASA POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,CIVIL ENGINEERING,120,NA,NA,Directorate of Technical Education Tamilnadu
1-2451600476,Tamil Nadu,Southern,SRINIVASA POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,COMPUTER ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2451600476,Tamil Nadu,Southern,SRINIVASA POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,120,NA,NA,Directorate of Technical Education Tamilnadu
1-2451600476,Tamil Nadu,Southern,SRINIVASA POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRONICS AND COMMUNICATIONS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2451600476,Tamil Nadu,Southern,SRINIVASA POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,INFORMATION TECHNOLOGY,30,NA,NA,Directorate of Technical Education Tamilnadu
1-2451600476,Tamil Nadu,Southern,SRINIVASA POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,INSTRUMENTATION AND CONTROL ENGINEERING,30,NA,NA,Directorate of Technical Education Tamilnadu
1-2451600476,Tamil Nadu,Southern,SRINIVASA POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,180,NA,NA,Directorate of Technical Education Tamilnadu
1-2451601091,Tamil Nadu,Southern,DHAANISH AHMED COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,APPLIED ELECTRONICS,18,NA,NA,Anna University Chennai
1-2451601091,Tamil Nadu,Southern,DHAANISH AHMED COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,18,NA,NA,Anna University Chennai
1-2451601091,Tamil Nadu,Southern,DHAANISH AHMED COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,120,NA,NA,Anna University Chennai
1-2451601091,Tamil Nadu,Southern,DHAANISH AHMED COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,120,NA,NA,Anna University Chennai
1-2451601091,Tamil Nadu,Southern,DHAANISH AHMED COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Anna University Chennai
1-2451601091,Tamil Nadu,Southern,DHAANISH AHMED COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,120,NA,NA,Anna University Chennai
1-2451601091,Tamil Nadu,Southern,DHAANISH AHMED COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,120,NA,NA,Anna University Chennai
1-2451601091,Tamil Nadu,Southern,DHAANISH AHMED COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,PETROLEUM ENGINEERING,60,NA,NA,Anna University Chennai
1-2451601851,Tamil Nadu,Southern,SAPTHAGIRI COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,18,NA,NA,Anna University Chennai
1-2451601851,Tamil Nadu,Southern,SAPTHAGIRI COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,POWER SYSTEMS ENGINEERING,18,NA,NA,Anna University Chennai
1-2451601851,Tamil Nadu,Southern,SAPTHAGIRI COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,STRUCTURAL ENGINEERING,18,NA,NA,Anna University Chennai
1-2451601851,Tamil Nadu,Southern,SAPTHAGIRI COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,60,NA,NA,Anna University Chennai
1-2451601851,Tamil Nadu,Southern,SAPTHAGIRI COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,60,NA,NA,Anna University Chennai
1-2451601851,Tamil Nadu,Southern,SAPTHAGIRI COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Anna University Chennai
1-2451601851,Tamil Nadu,Southern,SAPTHAGIRI COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,120,NA,NA,Anna University Chennai
1-2451601851,Tamil Nadu,Southern,SAPTHAGIRI COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS & INSTRUMENTATION ENGINEERING,30,NA,NA,Anna University Chennai
1-2451601851,Tamil Nadu,Southern,SAPTHAGIRI COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,INFORMATION TECHNOLOGY,30,NA,NA,Anna University Chennai
1-2451601851,Tamil Nadu,Southern,SAPTHAGIRI COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,60,NA,NA,Anna University Chennai
1-2451602280,Tamil Nadu,Southern,VINS CHRISTIAN COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,APPLIED ELECTRONICS,18,NA,NA,Anna University Chennai
1-2451602280,Tamil Nadu,Southern,VINS CHRISTIAN COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMMUNICATION SYSTEMS,24,NA,NA,Anna University Chennai
1-2451602280,Tamil Nadu,Southern,VINS CHRISTIAN COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,18,NA,NA,Anna University Chennai
1-2451602280,Tamil Nadu,Southern,VINS CHRISTIAN COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,CONSTRUCTION ENGINEERING AND MANAGEMENT,24,NA,NA,Anna University Chennai
1-2451602280,Tamil Nadu,Southern,VINS CHRISTIAN COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,INFORMATION TECHNOLOGY,18,NA,NA,Anna University Chennai
1-2451602280,Tamil Nadu,Southern,VINS CHRISTIAN COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,MANUFACTURING ENGINEERING,24,NA,NA,Anna University Chennai
1-2451602280,Tamil Nadu,Southern,VINS CHRISTIAN COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,POWER ELECTRONICS,24,NA,NA,Anna University Chennai
1-2451602280,Tamil Nadu,Southern,VINS CHRISTIAN COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,SOFTWARE ENGINEERING,18,NA,NA,Anna University Chennai
1-2451602280,Tamil Nadu,Southern,VINS CHRISTIAN COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,120,NA,NA,Anna University Chennai
1-2451602280,Tamil Nadu,Southern,VINS CHRISTIAN COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,120,NA,NA,Anna University Chennai
1-2451602280,Tamil Nadu,Southern,VINS CHRISTIAN COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Anna University Chennai
1-2451602280,Tamil Nadu,Southern,VINS CHRISTIAN COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,120,NA,NA,Anna University Chennai
1-2451602280,Tamil Nadu,Southern,VINS CHRISTIAN COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,INFORMATION TECHNOLOGY,60,NA,NA,Anna University Chennai
1-2451602280,Tamil Nadu,Southern,VINS CHRISTIAN COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,180,NA,NA,Anna University Chennai
1-2451603392,Tamil Nadu,Southern,ARUNACHALA COLLEGE OF ENGINEERING FOR WOMEN,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,APPLIED ELECTRONICS,24,NA,NA,Anna University Chennai
1-2451603392,Tamil Nadu,Southern,ARUNACHALA COLLEGE OF ENGINEERING FOR WOMEN,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMMUNICATION SYSTEMS,30,NA,NA,Anna University Chennai
1-2451603392,Tamil Nadu,Southern,ARUNACHALA COLLEGE OF ENGINEERING FOR WOMEN,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,24,NA,NA,Anna University Chennai
1-2451603392,Tamil Nadu,Southern,ARUNACHALA COLLEGE OF ENGINEERING FOR WOMEN,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,CONSTRUCTION ENGINEERING AND MANAGEMENT,24,NA,NA,Anna University Chennai
1-2451603392,Tamil Nadu,Southern,ARUNACHALA COLLEGE OF ENGINEERING FOR WOMEN,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,POWER ELECTRONICS AND DRIVES,24,NA,NA,Anna University Chennai
1-2451603392,Tamil Nadu,Southern,ARUNACHALA COLLEGE OF ENGINEERING FOR WOMEN,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,120,NA,NA,Anna University Chennai
1-2451603392,Tamil Nadu,Southern,ARUNACHALA COLLEGE OF ENGINEERING FOR WOMEN,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,120,NA,NA,Anna University Chennai
1-2451603392,Tamil Nadu,Southern,ARUNACHALA COLLEGE OF ENGINEERING FOR WOMEN,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Anna University Chennai
1-2451603392,Tamil Nadu,Southern,ARUNACHALA COLLEGE OF ENGINEERING FOR WOMEN,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,180,NA,NA,Anna University Chennai
1-2451604222,Tamil Nadu,Southern,ROEVER ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER AIDED DESIGN AND MANUFACTURE,18,NA,NA,Anna University Chennai
1-2451604222,Tamil Nadu,Southern,ROEVER ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,18,NA,NA,Anna University Chennai
1-2451604222,Tamil Nadu,Southern,ROEVER ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,POWER ELECTRONICS AND DRIVES,18,NA,NA,Anna University Chennai
1-2451604222,Tamil Nadu,Southern,ROEVER ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,VLSI DESIGN,18,NA,NA,Anna University Chennai
1-2451604222,Tamil Nadu,Southern,ROEVER ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,60,NA,NA,Anna University Chennai
1-2451604222,Tamil Nadu,Southern,ROEVER ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,90,NA,NA,Anna University Chennai
1-2451604222,Tamil Nadu,Southern,ROEVER ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,NA,NA,Anna University Chennai
1-2451604222,Tamil Nadu,Southern,ROEVER ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,90,NA,NA,Anna University Chennai
1-2451604222,Tamil Nadu,Southern,ROEVER ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,INFORMATION TECHNOLOGY,60,NA,NA,Anna University Chennai
1-2451604222,Tamil Nadu,Southern,ROEVER ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,120,NA,NA,Anna University Chennai
1-2451605045,Tamil Nadu,Southern,RATHINAM TECHNICAL CAMPUS,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,APPLIED ELECTRONICS,18,NA,NA,Anna University Chennai
1-2451605045,Tamil Nadu,Southern,RATHINAM TECHNICAL CAMPUS,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,BIO METRICS & CYBER SECURITY,18,NA,NA,Anna University Chennai
1-2451605045,Tamil Nadu,Southern,RATHINAM TECHNICAL CAMPUS,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,60,NA,NA,Anna University Chennai
1-2451605045,Tamil Nadu,Southern,RATHINAM TECHNICAL CAMPUS,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,60,NA,NA,Anna University Chennai
1-2451605045,Tamil Nadu,Southern,RATHINAM TECHNICAL CAMPUS,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,120,NA,NA,Anna University Chennai
1-2451605045,Tamil Nadu,Southern,RATHINAM TECHNICAL CAMPUS,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,INFORMATION TECHNOLOGY,60,NA,NA,Anna University Chennai
1-2451605045,Tamil Nadu,Southern,RATHINAM TECHNICAL CAMPUS,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,120,NA,NA,Anna University Chennai
1-2451605514,Tamil Nadu,Southern,ROEVER COLLEGE OF ENGINEERING & TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,60,NA,NA,Anna University Chennai
1-2451605514,Tamil Nadu,Southern,ROEVER COLLEGE OF ENGINEERING & TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,60,NA,NA,Anna University Chennai
1-2451605514,Tamil Nadu,Southern,ROEVER COLLEGE OF ENGINEERING & TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Anna University Chennai
1-2451605514,Tamil Nadu,Southern,ROEVER COLLEGE OF ENGINEERING & TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,60,NA,NA,Anna University Chennai
1-2451605514,Tamil Nadu,Southern,ROEVER COLLEGE OF ENGINEERING & TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,60,NA,NA,Anna University Chennai
1-2451606097,Tamil Nadu,Southern,PANDIYAN POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,CIVIL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2451606097,Tamil Nadu,Southern,PANDIYAN POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,COMPUTER ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2451606097,Tamil Nadu,Southern,PANDIYAN POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,70,NA,NA,Directorate of Technical Education Tamilnadu
1-2451606097,Tamil Nadu,Southern,PANDIYAN POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRONICS AND COMMUNICATIONS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2451606097,Tamil Nadu,Southern,PANDIYAN POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,120,NA,NA,Directorate of Technical Education Tamilnadu
1-2451606315,Tamil Nadu,Southern,NARAYANAGURU SIDDHARTHA COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,60,NA,NA,Anna University Chennai
1-2451606315,Tamil Nadu,Southern,NARAYANAGURU SIDDHARTHA COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,60,NA,NA,Anna University Chennai
1-2451606315,Tamil Nadu,Southern,NARAYANAGURU SIDDHARTHA COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Anna University Chennai
1-2451606315,Tamil Nadu,Southern,NARAYANAGURU SIDDHARTHA COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,60,NA,NA,Anna University Chennai
1-2451606315,Tamil Nadu,Southern,NARAYANAGURU SIDDHARTHA COLLEGE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,60,NA,NA,Anna University Chennai
1-2451606578,Tamil Nadu,Southern,NPA CENTENARY POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,AUTOMOBILE ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2451606578,Tamil Nadu,Southern,NPA CENTENARY POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,COMPUTER ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2451606578,Tamil Nadu,Southern,NPA CENTENARY POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2451606578,Tamil Nadu,Southern,NPA CENTENARY POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2451607137,Tamil Nadu,Southern,KINGSTON ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,APPLIED ELECTRONICS,18,NA,NA,Anna University Chennai
1-2451607137,Tamil Nadu,Southern,KINGSTON ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,18,NA,NA,Anna University Chennai
1-2451607137,Tamil Nadu,Southern,KINGSTON ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,ENGINEERING DESIGN,18,NA,NA,Anna University Chennai
1-2451607137,Tamil Nadu,Southern,KINGSTON ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,POWER SYSTEMS ENGINEERING,18,NA,NA,Anna University Chennai
1-2451607137,Tamil Nadu,Southern,KINGSTON ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,60,NA,NA,Anna University Chennai
1-2451607137,Tamil Nadu,Southern,KINGSTON ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,120,NA,NA,Anna University Chennai
1-2451607137,Tamil Nadu,Southern,KINGSTON ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,NA,NA,Anna University Chennai
1-2451607137,Tamil Nadu,Southern,KINGSTON ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,120,NA,NA,Anna University Chennai
1-2451607137,Tamil Nadu,Southern,KINGSTON ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,INFORMATION TECHNOLOGY,60,NA,NA,Anna University Chennai
1-2451607137,Tamil Nadu,Southern,KINGSTON ENGINEERING COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,120,NA,NA,Anna University Chennai
1-2451609010,Tamil Nadu,Southern,C.S.I. INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,APPLIED ELECTRONICS,24,NA,NA,Anna University Chennai
1-2451609010,Tamil Nadu,Southern,C.S.I. INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMMUNICATION AND NETWORKING,24,NA,NA,Anna University Chennai
1-2451609010,Tamil Nadu,Southern,C.S.I. INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMMUNICATION SYSTEMS,18,NA,NA,Anna University Chennai
1-2451609010,Tamil Nadu,Southern,C.S.I. INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,18,NA,NA,Anna University Chennai
1-2451609010,Tamil Nadu,Southern,C.S.I. INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,INFORMATION TECHNOLOGY,24,NA,NA,Anna University Chennai
1-2451609010,Tamil Nadu,Southern,C.S.I. INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,MANUFACTURING ENGINEERING,18,NA,NA,Anna University Chennai
1-2451609010,Tamil Nadu,Southern,C.S.I. INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,POWER ELECTRONICS AND DRIVES,18,NA,NA,Anna University Chennai
1-2451609010,Tamil Nadu,Southern,C.S.I. INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,STRUCTURAL ENGINEERING,18,NA,NA,Anna University Chennai
1-2451609010,Tamil Nadu,Southern,C.S.I. INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,60,NA,NA,Anna University Chennai
1-2451609010,Tamil Nadu,Southern,C.S.I. INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,120,NA,NA,Anna University Chennai
1-2451609010,Tamil Nadu,Southern,C.S.I. INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Anna University Chennai
1-2451609010,Tamil Nadu,Southern,C.S.I. INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,120,NA,NA,Anna University Chennai
1-2451609010,Tamil Nadu,Southern,C.S.I. INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,INFORMATION TECHNOLOGY,60,NA,NA,Anna University Chennai
1-2451609010,Tamil Nadu,Southern,C.S.I. INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,120,NA,NA,Anna University Chennai
1-2451609644,Tamil Nadu,Southern,LORD JEGANNATH COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,APPLIED ELECTRONICS,18,NA,NA,Anna University Chennai
1-2451609644,Tamil Nadu,Southern,LORD JEGANNATH COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER AIDED DESIGN AND MANUFACTURE,18,NA,NA,Anna University Chennai
